,comment_id,score
55,tensor(11187140),-0.3891250789165497
56,tensor(11337226),-0.1396273374557495
57,tensor(11462967),-0.2056940793991089
58,tensor(11495491),-0.3381586968898773
59,tensor(11507472),-0.22669364511966705
60,tensor(11573496),-0.3935088813304901
61,tensor(11733584),-0.10368645191192627
62,tensor(11800674),-0.06261930614709854
63,tensor(11821192),-0.029535965994000435
64,tensor(11829970),-0.40687471628189087
65,tensor(12298779),-0.26187390089035034
66,tensor(12317984),-0.01237892173230648
67,tensor(12348023),-0.06461791694164276
68,tensor(12639381),-0.12564411759376526
69,tensor(12683372),-0.2681935131549835
70,tensor(12696870),-0.3169909417629242
71,tensor(12807839),-0.2010958194732666
72,tensor(12823018),0.024862589314579964
73,tensor(12881870),-0.006377046927809715
74,tensor(12978951),-0.03532182425260544
75,tensor(13157522),-0.326691597700119
76,tensor(13247352),-0.10676336288452148
77,tensor(13453964),-0.09861569851636887
78,tensor(13457220),-0.3555700480937958
79,tensor(13458289),-0.3037339746952057
80,tensor(13579519),-0.23311510682106018
81,tensor(13714575),-0.16101579368114471
82,tensor(13835047),-0.333261638879776
83,tensor(13933538),-0.11260686814785004
84,tensor(13961138),-0.13114893436431885
85,tensor(13964043),-0.10405763983726501
86,tensor(14328899),-0.11772259324789047
87,tensor(14331158),-0.1653953343629837
88,tensor(14427930),-0.32328417897224426
89,tensor(14841177),-0.2542908489704132
90,tensor(14888979),-0.026723429560661316
91,tensor(14895406),-0.1896018087863922
92,tensor(14970304),-0.06704115122556686
93,tensor(15073011),-0.04273408651351929
94,tensor(15119523),-0.1250436156988144
95,tensor(15124357),-0.1368202269077301
96,tensor(15124754),-0.018821412697434425
97,tensor(15154385),-0.3624747693538666
98,tensor(15215115),-0.2622561752796173
99,tensor(15298790),-0.28158387541770935
100,tensor(15303727),-0.17210115492343903
101,tensor(15525773),0.020082484930753708
102,tensor(15553093),-0.33325305581092834
103,tensor(15557773),-0.08937785029411316
104,tensor(15660772),0.02772928774356842
105,tensor(15742291),0.02439807541668415
106,tensor(15758274),-0.13309714198112488
107,tensor(15810392),-0.09111780673265457
108,tensor(15927385),-0.20786476135253906
109,tensor(15958192),-0.2868156135082245
110,tensor(17037417),-0.18257975578308105
111,tensor(17144275),-0.17582738399505615
112,tensor(17149898),-0.11761660128831863
113,tensor(17329404),-0.2989378869533539
114,tensor(17355941),-0.11918144673109055
115,tensor(17535166),-0.043563634157180786
116,tensor(17537912),-0.15256810188293457
117,tensor(17554648),0.13520021736621857
118,tensor(17641539),-0.005408154800534248
119,tensor(17685200),-0.3452417850494385
120,tensor(17787508),-0.3425082266330719
121,tensor(17856960),-0.40550702810287476
122,tensor(17956059),-0.5064760446548462
123,tensor(18034731),0.004458220675587654
124,tensor(18081208),-0.3363044261932373
125,tensor(18082031),-0.17378534376621246
126,tensor(18173564),-0.2740550935268402
127,tensor(18173671),-0.014662658795714378
128,tensor(18264260),-0.3963313102722168
129,tensor(18317860),-0.03677228093147278
130,tensor(18499753),-0.4600268304347992
131,tensor(18536206),-0.17635801434516907
132,tensor(18568650),-0.4042898416519165
133,tensor(18570325),-0.32639044523239136
134,tensor(18573257),-0.14770394563674927
135,tensor(18606380),-0.09795697778463364
136,tensor(18622928),-0.327898770570755
137,tensor(18651650),-0.3828326165676117
138,tensor(18711494),-0.3270556330680847
139,tensor(18739220),-0.3504141867160797
140,tensor(18764088),-0.13550220429897308
141,tensor(18830793),-0.02909255214035511
142,tensor(18850903),-0.11612240970134735
143,tensor(18852415),-0.15350720286369324
144,tensor(18870842),-0.037575915455818176
145,tensor(18926737),-0.3294757604598999
146,tensor(18933708),-0.17438547313213348
147,tensor(18946187),-0.3944089710712433
148,tensor(18985431),-0.4374692738056183
149,tensor(19008005),-0.0838482603430748
150,tensor(19017226),-0.18691696226596832
151,tensor(19169720),-0.32619553804397583
152,tensor(19173930),-0.14215533435344696
153,tensor(19196590),-0.2696799635887146
154,tensor(19199151),-0.24068042635917664
155,tensor(19202640),-0.25667011737823486
156,tensor(19203754),-0.21113848686218262
157,tensor(19210269),-0.20819637179374695
158,tensor(19259970),-0.1910531222820282
159,tensor(19301037),-0.3725369870662689
160,tensor(19322504),-0.1921226680278778
161,tensor(19323316),-0.23179683089256287
162,tensor(19340567),-0.3578961491584778
163,tensor(19350760),-0.16516728699207306
164,tensor(19421947),-0.13854290544986725
165,tensor(19429232),-0.08591095358133316
166,tensor(19536535),-0.3995378315448761
167,tensor(19549602),-0.012804979458451271
168,tensor(19572908),-0.3423987030982971
169,tensor(19575545),-0.3194005489349365
170,tensor(19576578),-0.15150131285190582
171,tensor(19598796),-0.1399591863155365
172,tensor(19619726),0.03274664282798767
173,tensor(19620411),-0.32531800866127014
174,tensor(19620467),-0.09155107289552689
175,tensor(19620901),-0.2778390347957611
176,tensor(19675088),-0.11464839428663254
177,tensor(19733868),-0.07845209538936615
178,tensor(19748654),-0.1687658727169037
179,tensor(19809694),-0.1432788372039795
180,tensor(19817520),-0.2980375289916992
181,tensor(19832876),-0.2484799027442932
182,tensor(19932705),-0.18838368356227875
183,tensor(19935447),-0.06402948498725891
184,tensor(19951835),-0.3790402114391327
185,tensor(19953806),-0.0567108690738678
186,tensor(20069695),-0.3860223591327667
187,tensor(20155643),-0.045537397265434265
188,tensor(20161367),-0.023105071857571602
189,tensor(20197625),-0.21811670064926147
190,tensor(20294771),0.06853627413511276
191,tensor(20370142),-0.09479407966136932
192,tensor(20444489),-0.14617232978343964
193,tensor(20456166),-0.07037606090307236
194,tensor(20572789),-0.23294982314109802
195,tensor(20594900),-0.29793983697891235
196,tensor(20620632),-0.07845594733953476
197,tensor(20645385),-0.14680927991867065
198,tensor(20675601),-0.23583686351776123
199,tensor(20793307),-0.17408055067062378
200,tensor(20793653),-0.07382669299840927
201,tensor(20813396),-0.07776301354169846
202,tensor(20818276),-0.12216175347566605
203,tensor(20846634),-0.0304104033857584
204,tensor(21102072),-0.1464737355709076
205,tensor(21190574),-0.10432270914316177
206,tensor(21231773),-0.04597270488739014
207,tensor(21248003),-0.1853531301021576
208,tensor(21271322),-0.16936829686164856
209,tensor(21329823),-0.2994859218597412
210,tensor(21403851),-0.12438948452472687
211,tensor(21565715),-0.08987659215927124
212,tensor(21653454),-0.1430119425058365
213,tensor(21694782),-0.25310516357421875
214,tensor(21714863),-0.0629110038280487
215,tensor(21738177),-0.12320440262556076
216,tensor(21738332),-0.010054545477032661
217,tensor(21775699),-0.1235307976603508
218,tensor(21782806),-0.18514898419380188
219,tensor(21783490),0.010990772396326065
220,tensor(21786174),-0.2646949589252472
221,tensor(21786447),-0.12096549570560455
222,tensor(21835477),-0.2858244478702545
223,tensor(21901674),-0.15009498596191406
224,tensor(21929764),-0.11364379525184631
225,tensor(21968269),-0.4158940315246582
226,tensor(22043914),-0.22876618802547455
227,tensor(22072436),-0.11861531436443329
228,tensor(22082942),-0.13453446328639984
229,tensor(22233959),-0.3683933913707733
230,tensor(22299966),-0.050153493881225586
231,tensor(22345481),-0.01657724566757679
232,tensor(22419343),-0.18518556654453278
233,tensor(22419601),-0.22887727618217468
234,tensor(22429173),-0.06839346140623093
235,tensor(22448624),-0.28901299834251404
236,tensor(22457181),-0.1366550773382187
237,tensor(22546697),0.042002901434898376
238,tensor(22608550),-0.31535425782203674
239,tensor(22614366),-0.26016491651535034
240,tensor(22731448),-0.33631962537765503
241,tensor(22778042),-0.14507092535495758
242,tensor(22872304),-0.34560510516166687
243,tensor(22880227),-0.07981640845537186
244,tensor(22898536),-0.40527424216270447
245,tensor(22936088),-0.31520983576774597
246,tensor(23020489),-0.35791903734207153
247,tensor(23179159),-0.369589239358902
248,tensor(23425879),-0.3177955150604248
249,tensor(23474542),-0.19649559259414673
250,tensor(23498269),-0.19079339504241943
251,tensor(23525772),-0.04543443024158478
252,tensor(23661718),-0.21676099300384521
253,tensor(23677598),-0.41038015484809875
254,tensor(23705594),-0.11512336134910583
255,tensor(23756025),-0.1295805275440216
256,tensor(23794859),-0.017414389178156853
257,tensor(23796418),-0.28163382411003113
258,tensor(23956819),-0.1288892775774002
259,tensor(23972299),-0.1972712129354477
260,tensor(23974055),-0.12254416197538376
261,tensor(24053937),-0.2363971471786499
262,tensor(24118417),-0.21664489805698395
263,tensor(24126651),-0.34815749526023865
264,tensor(24149601),-0.1269274204969406
265,tensor(24269053),-0.3492809236049652
266,tensor(24284368),-0.12036929279565811
267,tensor(24286239),-0.3546723425388336
268,tensor(24414215),-0.4181518256664276
269,tensor(24429536),-0.0011422857642173767
270,tensor(24604768),-0.017291894182562828
271,tensor(24722793),0.06085270643234253
272,tensor(24777589),-0.1997910439968109
273,tensor(24970985),-0.16813239455223083
274,tensor(25001203),-0.03242678567767143
275,tensor(25003176),-0.3693298399448395
276,tensor(25007610),-0.2680354714393616
277,tensor(25181962),-0.2962398827075958
278,tensor(25278068),-0.04223711043596268
279,tensor(25325879),-0.21153844892978668
280,tensor(25400971),-0.10503608733415604
281,tensor(25402571),-0.20625168085098267
282,tensor(25420799),-0.05769283324480057
283,tensor(25461468),-0.09635081887245178
284,tensor(25494060),-0.2848477065563202
285,tensor(25533019),-0.29156890511512756
286,tensor(25670483),-0.3548847734928131
287,tensor(25767567),-0.1722598373889923
288,tensor(25809752),-0.24190586805343628
289,tensor(25830104),-0.10320958495140076
290,tensor(25917210),-0.22578223049640656
291,tensor(25922649),-0.06066662818193436
292,tensor(25967322),-0.209972083568573
293,tensor(25989415),-0.28383922576904297
294,tensor(26242651),-0.3565760552883148
295,tensor(26325506),-0.1649359166622162
296,tensor(26335756),-0.2660968601703644
297,tensor(26349523),0.07344957441091537
298,tensor(26793359),-0.0745348408818245
299,tensor(26793416),-0.1398291438817978
300,tensor(26794095),-0.31934282183647156
301,tensor(26899757),-0.1279897540807724
302,tensor(26909796),-0.09297586977481842
303,tensor(26925848),-0.2440173625946045
304,tensor(26982784),-0.11031980812549591
305,tensor(27039364),-0.21524345874786377
306,tensor(27089133),-0.14938633143901825
307,tensor(27115707),-0.196781188249588
308,tensor(27123550),-0.08964469283819199
309,tensor(27132410),-0.3839704394340515
310,tensor(27137812),-0.36924004554748535
311,tensor(27223714),-0.01682482846081257
312,tensor(27349041),-0.19960804283618927
313,tensor(27366284),-0.251556932926178
314,tensor(27528479),-0.4125939905643463
315,tensor(27682293),0.026260845363140106
316,tensor(27789129),-0.19165685772895813
317,tensor(27832842),-0.1715320348739624
318,tensor(27879031),-0.28223010897636414
319,tensor(28007034),-0.07156682014465332
320,tensor(28093131),-0.46231451630592346
321,tensor(28168427),-0.024402683600783348
322,tensor(28168854),-0.06382309645414352
323,tensor(28220723),-0.29847484827041626
324,tensor(28239528),-0.18600428104400635
325,tensor(28266019),-0.09831220656633377
326,tensor(28304866),-0.1790550947189331
327,tensor(28515859),-0.3626798987388611
328,tensor(28558590),-0.27118155360221863
329,tensor(28638069),-0.1552048623561859
330,tensor(28762968),-0.10456142574548721
331,tensor(28787225),-0.23128309845924377
332,tensor(28788566),-0.20210032165050507
333,tensor(28807993),-0.14093197882175446
334,tensor(28808212),-0.25562164187431335
335,tensor(28814263),-0.10045716911554337
336,tensor(28917131),-0.1322622299194336
337,tensor(28984760),-0.07311644405126572
338,tensor(28995854),-0.33659079670906067
339,tensor(29038092),-0.07529743760824203
340,tensor(29115136),-0.4345286786556244
341,tensor(29193254),-0.3714525103569031
342,tensor(29205887),-0.1907223016023636
343,tensor(29351956),-0.3174631595611572
344,tensor(29352085),-0.04198462516069412
345,tensor(29418110),0.01943669654428959
346,tensor(29418739),-0.12774987518787384
347,tensor(29572921),-0.15716663002967834
348,tensor(29662419),-0.03763045370578766
349,tensor(29705417),-0.2948751747608185
350,tensor(29706436),-0.2721637189388275
351,tensor(29822635),-0.16566422581672668
352,tensor(29934666),-0.3685419261455536
353,tensor(30061150),-0.06676241010427475
354,tensor(30153305),-0.05955476313829422
355,tensor(30234746),-0.036389581859111786
356,tensor(30245285),-0.15964655578136444
357,tensor(30291071),-0.25130695104599
358,tensor(30367072),-0.05993197113275528
359,tensor(30449411),-0.2732653021812439
360,tensor(30453306),-0.3432353436946869
361,tensor(30526942),-0.24853509664535522
362,tensor(30588951),-0.2501259744167328
363,tensor(30635003),-0.08723364025354385
364,tensor(30669871),0.033990830183029175
365,tensor(30692789),-0.11156348139047623
366,tensor(30799692),-0.11566218733787537
367,tensor(30831652),-0.2448764443397522
368,tensor(30872736),-0.23760749399662018
369,tensor(30884904),-0.07034548372030258
370,tensor(30922954),-0.21924307942390442
371,tensor(31032742),-0.12263424694538116
372,tensor(31139713),-0.0986594408750534
373,tensor(31189093),-0.014806287363171577
374,tensor(31198766),-0.1620796024799347
375,tensor(31241721),-0.09506192058324814
376,tensor(31256555),-0.3783632814884186
377,tensor(31279185),-0.3908996880054474
378,tensor(31300388),-0.18022331595420837
379,tensor(31307489),-0.1682395190000534
380,tensor(31309403),-0.06978535652160645
381,tensor(31324318),-0.28043076395988464
382,tensor(31336811),-0.3397105634212494
383,tensor(31355709),-0.0642639771103859
384,tensor(31363021),0.20968186855316162
385,tensor(31371570),-0.060584500432014465
386,tensor(31374156),-0.018343154340982437
387,tensor(31379050),-0.09638018906116486
388,tensor(31426190),-0.09790927171707153
389,tensor(31495753),-0.40729984641075134
390,tensor(31497767),-0.3273526430130005
391,tensor(31504510),-0.18094100058078766
392,tensor(31531665),-0.04318750649690628
393,tensor(31561411),-0.17884290218353271
394,tensor(31593271),-0.04978556931018829
395,tensor(31603667),-0.15594886243343353
396,tensor(31631411),-0.15531307458877563
397,tensor(31662529),-0.26283687353134155
398,tensor(31697405),-0.15737353265285492
399,tensor(31702075),-0.17015914618968964
400,tensor(31732484),-0.20552372932434082
401,tensor(31740337),-0.251666784286499
402,tensor(31878922),-0.2474433183670044
403,tensor(31922879),-0.18980970978736877
404,tensor(31927593),-0.2714306712150574
405,tensor(31965924),-0.2300058901309967
406,tensor(31974214),-0.17930647730827332
407,tensor(31975902),-0.0647592693567276
408,tensor(32088224),-0.11746904999017715
409,tensor(32241380),-0.319481760263443
410,tensor(32241935),-0.014534452930092812
411,tensor(32385940),-0.05149448662996292
412,tensor(32508528),-0.035629771649837494
413,tensor(32740403),-0.14266490936279297
414,tensor(32741251),-0.28880059719085693
415,tensor(32751874),-0.14048509299755096
416,tensor(32766673),-0.058424077928066254
417,tensor(32786255),-0.2060127556324005
418,tensor(32813663),-0.35631582140922546
419,tensor(32848694),-0.2597806453704834
420,tensor(32882824),-0.195126011967659
421,tensor(32923461),-0.0486004501581192
422,tensor(32957358),-0.04476567357778549
423,tensor(32959837),-0.1931990087032318
424,tensor(33013286),-0.3390161991119385
425,tensor(33029748),-0.18018022179603577
426,tensor(33030352),-0.10001275688409805
427,tensor(33047355),0.013194041326642036
428,tensor(33164504),-0.3368935286998749
429,tensor(33266075),-0.12254653871059418
430,tensor(33287541),0.031807444989681244
431,tensor(33295936),-0.07281945645809174
432,tensor(33395555),-0.3135491907596588
433,tensor(33396312),-0.16680550575256348
434,tensor(33481190),-0.16795791685581207
435,tensor(33494534),-0.11579493433237076
436,tensor(33505079),-0.09361659735441208
437,tensor(33523381),-0.1837405562400818
438,tensor(33528477),-0.07226080447435379
439,tensor(33529182),-0.03623098134994507
440,tensor(33759637),-0.1609572470188141
441,tensor(33825499),-0.08360734581947327
442,tensor(33839397),-0.20721641182899475
443,tensor(34005705),-0.2556646168231964
444,tensor(34171118),-0.359511137008667
445,tensor(34193470),-0.07406743615865707
446,tensor(34375931),-0.2509690821170807
447,tensor(34391834),-0.02844773791730404
448,tensor(34441528),0.03062511421740055
449,tensor(34495620),-0.3014850914478302
450,tensor(34504506),-0.08497302979230881
451,tensor(34581073),0.04042892903089523
452,tensor(34581113),0.028695179149508476
453,tensor(34654406),-0.03315471112728119
454,tensor(34729952),-0.27729302644729614
455,tensor(34766296),-0.21541187167167664
456,tensor(34837439),-0.2256881445646286
457,tensor(34839092),-0.3162749707698822
458,tensor(34941415),-0.12160279601812363
459,tensor(34941506),-0.0908268466591835
460,tensor(34948878),-0.09638995677232742
461,tensor(34964542),-0.19303438067436218
462,tensor(35086420),-0.04098404943943024
463,tensor(35151551),0.10208362340927124
464,tensor(35181186),-0.23966261744499207
465,tensor(35226881),-0.051312826573848724
466,tensor(35246825),-0.2306094467639923
467,tensor(35253552),-0.23044395446777344
468,tensor(35445625),-0.35866209864616394
469,tensor(35486216),-0.2112479954957962
470,tensor(35506774),0.04481413960456848
471,tensor(35511341),-0.0938553735613823
472,tensor(35610290),-0.17939990758895874
473,tensor(35613230),-0.15637557208538055
474,tensor(35670825),0.035615451633930206
475,tensor(35676469),-0.07115503400564194
476,tensor(35723989),-0.09731432795524597
477,tensor(35724680),-0.18862386047840118
478,tensor(35730554),-0.033439069986343384
479,tensor(35748442),-0.11640899628400803
480,tensor(35769709),-0.2808276414871216
481,tensor(35806052),-0.3461710214614868
482,tensor(35819235),-0.2281671017408371
483,tensor(35848000),-0.08566205948591232
484,tensor(35871938),-0.1671014428138733
485,tensor(36026897),-0.05771800875663757
486,tensor(36046874),-0.16366614401340485
487,tensor(36073462),-0.04183083772659302
488,tensor(36083542),0.0012302082031965256
489,tensor(36134097),-0.15515083074569702
490,tensor(36152432),-0.008243883028626442
491,tensor(36163985),-0.47445422410964966
492,tensor(36192520),-0.11662615835666656
493,tensor(36275335),-0.1509065330028534
494,tensor(36317180),-0.2800624668598175
495,tensor(36355747),-0.15613877773284912
496,tensor(36455758),-0.15905854105949402
497,tensor(36597733),-0.3344734311103821
498,tensor(36664207),-0.14185935258865356
499,tensor(36679516),-0.18068787455558777
500,tensor(36685987),-0.3630026578903198
501,tensor(36687286),-0.12922769784927368
502,tensor(36693406),-0.24760551750659943
503,tensor(36694131),-0.007641227915883064
504,tensor(36840305),-0.1438831239938736
505,tensor(36842257),-0.06560120731592178
506,tensor(36889375),-0.053913652896881104
507,tensor(36980280),-0.20988976955413818
508,tensor(36987329),0.0003486406058073044
509,tensor(37134759),-0.16082628071308136
510,tensor(37265828),-0.3129774034023285
511,tensor(37267438),-0.009394610300660133
512,tensor(37268348),-0.21310824155807495
513,tensor(37279652),-0.24392347037792206
514,tensor(37317964),-0.1338246762752533
515,tensor(37347598),-0.14464077353477478
516,tensor(37351406),-0.11710420995950699
517,tensor(37397412),-0.1561053991317749
518,tensor(37408127),-0.04945383220911026
519,tensor(37428427),-0.19403573870658875
520,tensor(37441539),-0.0658479854464531
521,tensor(37470783),-0.144204244017601
522,tensor(37471992),-0.26326146721839905
523,tensor(37484609),-0.11075345426797867
524,tensor(37550055),-0.2710418403148651
525,tensor(37639291),-0.1824513077735901
526,tensor(37717187),-0.16440121829509735
527,tensor(37757287),-0.011780092492699623
528,tensor(37757842),-0.08377881348133087
529,tensor(37821071),-0.21927094459533691
530,tensor(37846841),-0.3920767903327942
531,tensor(37939925),0.08003214746713638
532,tensor(37964541),-0.051959313452243805
533,tensor(37972197),-0.1090819239616394
534,tensor(37974315),-0.20252752304077148
535,tensor(38034639),-0.13463003933429718
536,tensor(38109906),-0.2775432765483856
537,tensor(38141163),-0.061119742691516876
538,tensor(38271420),-0.30889734625816345
539,tensor(38418285),-0.378022164106369
540,tensor(38489648),-0.1530592143535614
541,tensor(38508506),-0.15600407123565674
542,tensor(38511632),-0.19706261157989502
543,tensor(38513436),-0.10915639996528625
544,tensor(38517702),-0.15674762427806854
545,tensor(38534331),0.03891526907682419
546,tensor(38553147),-0.3412034511566162
547,tensor(38616146),-0.1316351294517517
548,tensor(38621425),-0.1549559235572815
549,tensor(38637293),-0.1704319715499878
550,tensor(38663505),-0.14641255140304565
551,tensor(38666053),-0.1898747980594635
552,tensor(38702512),-0.01175655610859394
553,tensor(38729336),-0.03163612633943558
554,tensor(38787516),0.010412639006972313
555,tensor(38789423),-0.40098461508750916
556,tensor(38790519),-0.3947312831878662
557,tensor(38861509),-0.1562766134738922
558,tensor(39011693),-0.1635824739933014
559,tensor(39013206),-0.21340642869472504
560,tensor(39046860),-0.08006146550178528
561,tensor(39063323),-0.16142146289348602
562,tensor(39123028),-0.33658677339553833
563,tensor(39144329),-0.27756819128990173
564,tensor(39233746),-0.37952491641044617
565,tensor(39313174),-0.01838996261358261
566,tensor(39323223),-0.1684008091688156
567,tensor(39456904),0.10138429701328278
568,tensor(39507637),-0.19634532928466797
569,tensor(39517955),-0.16503815352916718
570,tensor(39522580),-0.0747397318482399
571,tensor(39524200),-0.13451805710792542
572,tensor(39580387),-0.08715776354074478
573,tensor(39601181),0.021793650463223457
574,tensor(39605516),-0.29872140288352966
575,tensor(39606226),-0.2710224688053131
576,tensor(39606666),-0.43539759516716003
577,tensor(39608070),-0.3424687683582306
578,tensor(39636922),-0.1432863175868988
579,tensor(39646018),-0.012278379872441292
580,tensor(39663459),-0.3028256893157959
581,tensor(39682250),-0.052548542618751526
582,tensor(39688835),-0.22271311283111572
583,tensor(39745032),-0.3150685131549835
584,tensor(39754778),-0.12571364641189575
585,tensor(39801209),-0.012367157265543938
586,tensor(39801325),-0.057603806257247925
587,tensor(39829806),-0.14612191915512085
588,tensor(39874364),-0.09671761840581894
589,tensor(39902327),-0.11086492985486984
590,tensor(39952343),-0.15387646853923798
591,tensor(39953508),-0.11910553276538849
592,tensor(39969782),-0.15280920267105103
593,tensor(39971194),-0.012831082567572594
594,tensor(39979545),-0.15419340133666992
595,tensor(40151836),-0.32351890206336975
596,tensor(40164639),-0.1920011043548584
597,tensor(40168498),-0.22805574536323547
598,tensor(40316561),0.017837055027484894
599,tensor(40427210),-0.07941170036792755
600,tensor(40427814),-0.09734572470188141
601,tensor(40508854),-0.004283903166651726
602,tensor(40509974),-0.08603208512067795
603,tensor(40518939),-0.44813302159309387
604,tensor(40531174),-0.24057133495807648
605,tensor(40544179),-0.3903687596321106
606,tensor(40550269),-0.2280198037624359
607,tensor(40573931),-0.24469450116157532
608,tensor(40586762),-0.31839826703071594
609,tensor(40600096),-0.08080125600099564
610,tensor(40667529),-0.3371342718601227
611,tensor(40705905),-0.1352069228887558
612,tensor(40831198),-0.23734870553016663
613,tensor(40835384),-0.11145933717489243
614,tensor(40836966),-0.19922351837158203
615,tensor(40860184),-0.20259234309196472
616,tensor(40860509),-0.07994206994771957
617,tensor(40860833),-0.12624768912792206
618,tensor(40918105),-0.2074422836303711
619,tensor(40918747),0.0022611524909734726
620,tensor(40934487),-0.13186176121234894
621,tensor(40946627),-0.10446662455797195
622,tensor(40949547),-0.17318075895309448
623,tensor(40957344),-0.14109690487384796
624,tensor(41084329),-0.11901100724935532
625,tensor(41182668),0.03669951111078262
626,tensor(41208023),-0.004105882719159126
627,tensor(41212118),-0.1212051510810852
628,tensor(41303138),-0.07406949251890182
629,tensor(41403425),-0.08497927337884903
630,tensor(41463600),-0.026914672926068306
631,tensor(41598882),-0.16686372458934784
632,tensor(41723150),-0.22122617065906525
633,tensor(41922319),-0.08782058209180832
634,tensor(41926316),-0.28739890456199646
635,tensor(41967891),-0.33415642380714417
636,tensor(42002432),0.024398798123002052
637,tensor(42004397),-0.16467517614364624
638,tensor(42083758),-0.4400939345359802
639,tensor(42118057),-0.1005910336971283
640,tensor(42224714),-0.24617956578731537
641,tensor(42229919),-0.19150133430957794
642,tensor(42294848),0.04177393764257431
643,tensor(42313136),-0.19728317856788635
644,tensor(42332429),-0.039008237421512604
645,tensor(42405273),-0.42395439743995667
646,tensor(42514631),-0.2111085057258606
647,tensor(42670279),0.004029525443911552
648,tensor(42693893),-0.019972439855337143
649,tensor(42694852),-0.06734486669301987
650,tensor(42703440),-0.31401821970939636
651,tensor(42708387),-0.00943600945174694
652,tensor(42758906),-0.10891696065664291
653,tensor(42772059),-0.5231363773345947
654,tensor(42784869),-0.022262433543801308
655,tensor(42799033),-0.31109216809272766
656,tensor(42813759),-0.21307115256786346
657,tensor(42814930),-0.04241452366113663
658,tensor(42828465),-0.14914292097091675
659,tensor(42837705),-0.20637831091880798
660,tensor(42912199),-0.33906224370002747
661,tensor(42995307),-0.42845603823661804
662,tensor(43023754),-0.1673954576253891
663,tensor(43024416),-0.3800562918186188
664,tensor(43038642),-0.03227018564939499
665,tensor(43042471),-0.2358972728252411
666,tensor(43068330),-0.07234694808721542
667,tensor(43069199),-0.027974756434559822
668,tensor(43069453),-0.033442579209804535
669,tensor(43256447),-0.09008456021547318
670,tensor(43263946),-0.028668081387877464
671,tensor(43279743),-0.03138945251703262
672,tensor(43294102),-0.19957837462425232
673,tensor(43324052),-0.12949684262275696
674,tensor(43339456),-0.2757260501384735
675,tensor(43480465),-0.09756901115179062
676,tensor(43523678),-0.05531798303127289
677,tensor(43572250),-0.17442737519741058
678,tensor(43617335),-0.19347068667411804
679,tensor(43634042),-0.1005336195230484
680,tensor(43650283),0.03174414485692978
681,tensor(43665290),-0.2379303276538849
682,tensor(43749064),-0.08118422329425812
683,tensor(43768013),-0.03050733543932438
684,tensor(43772781),-0.05758504569530487
685,tensor(43784329),-0.19264331459999084
686,tensor(43842213),-0.15316617488861084
687,tensor(43886147),-0.19672250747680664
688,tensor(43908355),-0.31423649191856384
689,tensor(43924460),-0.07264148443937302
690,tensor(43925150),-0.1864376664161682
691,tensor(43940590),-0.16893324255943298
692,tensor(43960877),-0.14910995960235596
693,tensor(44047367),-0.28379103541374207
694,tensor(44075032),-0.10120858997106552
695,tensor(44076495),-0.08681020885705948
696,tensor(44208262),-0.06113886088132858
697,tensor(44211087),-0.09673484414815903
698,tensor(44336478),-0.18027980625629425
699,tensor(44497141),-0.23484602570533752
700,tensor(44518198),-0.08765456825494766
